,Élément,Produit,Année,Unité,Valeur,Symbole,Description du Symbole,Note
972,Superficie récoltée,Mils,2016,ha,37904.0,A,Chiffre officiel,
973,Rendement,Mils,2016,kg/ha,628.9,A,Chiffre officiel,
974,Production,Mils,2016,tonnes,23838.0,A,Chiffre officiel,
975,Superficie récoltée,Mils,2017,ha,43912.0,A,Chiffre officiel,
976,Rendement,Mils,2017,kg/ha,593.1,A,Chiffre officiel,
977,Production,Mils,2017,tonnes,26044.0,A,Chiffre officiel,
978,Superficie récoltée,Mils,2018,ha,44106.0,A,Chiffre officiel,
979,Rendement,Mils,2018,kg/ha,591.3,A,Chiffre officiel,
980,Production,Mils,2018,tonnes,26082.0,A,Chiffre officiel,
981,Superficie récoltée,Mils,2019,ha,45614.0,A,Chiffre officiel,
982,Rendement,Mils,2019,kg/ha,587.7,A,Chiffre officiel,
983,Production,Mils,2019,tonnes,26806.0,A,Chiffre officiel,
984,Superficie récoltée,Mils,2020,ha,45385.0,A,Chiffre officiel,
985,Rendement,Mils,2020,kg/ha,600.1,A,Chiffre officiel,
986,Production,Mils,2020,tonnes,27237.0,A,Chiffre officiel,
987,Superficie récoltée,Mils,2021,ha,46596.0,A,Chiffre officiel,
988,Rendement,Mils,2021,kg/ha,593.1,A,Chiffre officiel,
989,Production,Mils,2021,tonnes,27636.0,A,Chiffre officiel,
990,Superficie récoltée,Mils,2022,ha,46942.0,A,Chiffre officiel,
991,Rendement,Mils,2022,kg/ha,594.7,A,Chiffre officiel,
992,Production,Mils,2022,tonnes,27915.0,A,Chiffre officiel,
993,Superficie récoltée,Mils,2023,ha,39000.0,X,Chiffre de source externe,Chiffre non officiel
994,Rendement,Mils,2023,kg/ha,743.6,X,Chiffre de source externe,
995,Production,Mils,2023,tonnes,29000.0,X,Chiffre de source externe,Chiffre non officiel
996,Superficie récoltée,Mils,2024,ha,47000.0,X,Chiffre de source externe,Chiffre non officiel
997,Rendement,Mils,2024,kg/ha,595.7,X,Chiffre de source externe,
998,Production,Mils,2024,tonnes,28000.0,X,Chiffre de source externe,Chiffre non officiel
999,Superficie récoltée,Noix d'acajou non décortiquées,2010,ha,3500.0,E,Valeur estimée,
1000,Rendement,Noix d'acajou non décortiquées,2010,kg/ha,1400.0,E,Valeur estimée,
1001,Production,Noix d'acajou non décortiquées,2010,tonnes,4900.0,E,Valeur estimée,
1002,Superficie récoltée,Noix d'acajou non décortiquées,2011,ha,4700.0,E,Valeur estimée,
1003,Rendement,Noix d'acajou non décortiquées,2011,kg/ha,1425.5,E,Valeur estimée,
1004,Production,Noix d'acajou non décortiquées,2011,tonnes,6700.0,E,Valeur estimée,
1005,Superficie récoltée,Noix d'acajou non décortiquées,2012,ha,4750.0,E,Valeur estimée,
1006,Rendement,Noix d'acajou non décortiquées,2012,kg/ha,1431.6,E,Valeur estimée,
1007,Production,Noix d'acajou non décortiquées,2012,tonnes,6800.0,E,Valeur estimée,
1008,Superficie récoltée,Noix d'acajou non décortiquées,2013,ha,4919.0,I,Valeur imputée par une agence réceptrice,
1009,Rendement,Noix d'acajou non décortiquées,2013,kg/ha,1446.2,E,Valeur estimée,
1010,Production,Noix d'acajou non décortiquées,2013,tonnes,7113.24,I,Valeur imputée par une agence réceptrice,
1011,Superficie récoltée,Noix d'acajou non décortiquées,2014,ha,5073.0,I,Valeur imputée par une agence réceptrice,
1012,Rendement,Noix d'acajou non décortiquées,2014,kg/ha,1462.9,E,Valeur estimée,
1013,Production,Noix d'acajou non décortiquées,2014,tonnes,7421.14,I,Valeur imputée par une agence réceptrice,
1014,Superficie récoltée,Noix d'acajou non décortiquées,2015,ha,5931.0,I,Valeur imputée par une agence réceptrice,
1015,Rendement,Noix d'acajou non décortiquées,2015,kg/ha,1500.6,E,Valeur estimée,
1016,Production,Noix d'acajou non décortiquées,2015,tonnes,8899.92,I,Valeur imputée par une agence réceptrice,
1017,Superficie récoltée,Noix d'acajou non décortiquées,2016,ha,5307.0,E,Valeur estimée,
1018,Rendement,Noix d'acajou non décortiquées,2016,kg/ha,1471.8,E,Valeur estimée,
1019,Production,Noix d'acajou non décortiquées,2016,tonnes,7811.43,E,Valeur estimée,
1020,Superficie récoltée,Noix d'acajou non décortiquées,2017,ha,5383.0,I,Valeur imputée par une agence réceptrice,
1021,Rendement,Noix d'acajou non décortiquées,2017,kg/ha,1469.2,E,Valeur estimée,
1022,Production,Noix d'acajou non décortiquées,2017,tonnes,7908.77,I,Valeur imputée par une agence réceptrice,
1023,Superficie récoltée,Noix d'acajou non décortiquées,2018,ha,5337.0,I,Valeur imputée par une agence réceptrice,
1024,Rendement,Noix d'acajou non décortiquées,2018,kg/ha,1476.7,E,Valeur estimée,
1025,Production,Noix d'acajou non décortiquées,2018,tonnes,7881.37,I,Valeur imputée par une agence réceptrice,
1026,Superficie récoltée,Noix d'acajou non décortiquées,2019,ha,5333.0,I,Valeur imputée par une agence réceptrice,
1027,Rendement,Noix d'acajou non décortiquées,2019,kg/ha,1487.2,E,Valeur estimée,
1028,Production,Noix d'acajou non décortiquées,2019,tonnes,7930.36,I,Valeur imputée par une agence réceptrice,
1029,Superficie récoltée,Noix d'acajou non décortiquées,2020,ha,5313.0,I,Valeur imputée par une agence réceptrice,
1030,Rendement,Noix d'acajou non décortiquées,2020,kg/ha,1504.0,E,Valeur estimée,
1031,Production,Noix d'acajou non décortiquées,2020,tonnes,7990.9,I,Valeur imputée par une agence réceptrice,
1032,Superficie récoltée,Noix d'acajou non décortiquées,2021,ha,5378.0,I,Valeur imputée par une agence réceptrice,
1033,Rendement,Noix d'acajou non décortiquées,2021,kg/ha,1538.8,E,Valeur estimée,
1034,Production,Noix d'acajou non décortiquées,2021,tonnes,8275.0,I,Valeur imputée par une agence réceptrice,
1035,Superficie récoltée,Noix d'acajou non décortiquées,2022,ha,5431.0,I,Valeur imputée par une agence réceptrice,
1036,Rendement,Noix d'acajou non décortiquées,2022,kg/ha,1520.4,E,Valeur estimée,
1037,Production,Noix d'acajou non décortiquées,2022,tonnes,8256.74,I,Valeur imputée par une agence réceptrice,
1038,Superficie récoltée,Noix d'acajou non décortiquées,2023,ha,5455.0,I,Valeur imputée par une agence réceptrice,
1039,Rendement,Noix d'acajou non décortiquées,2023,kg/ha,1527.3,E,Valeur estimée,
1040,Production,Noix d'acajou non décortiquées,2023,tonnes,8331.36,I,Valeur imputée par une agence réceptrice,
1041,Superficie récoltée,Noix d'acajou non décortiquées,2024,ha,5479.0,I,Valeur imputée par une agence réceptrice,
1042,Rendement,Noix d'acajou non décortiquées,2024,kg/ha,1534.2,E,Valeur estimée,
1043,Production,Noix d'acajou non décortiquées,2024,tonnes,8405.97,I,Valeur imputée par une agence réceptrice,
1044,Superficie récoltée,Noix de coco,2010,ha,3600.0,E,Valeur estimée,
1045,Rendement,Noix de coco,2010,kg/ha,3847.2,E,Valeur estimée,
1046,Production,Noix de coco,2010,tonnes,13850.0,X,Chiffre de source externe,Chiffre non officiel
1047,Superficie récoltée,Noix de coco,2011,ha,4121.0,I,Valeur imputée par une agence réceptrice,
1048,Rendement,Noix de coco,2011,kg/ha,3397.3,E,Valeur estimée,
1049,Production,Noix de coco,2011,tonnes,14000.0,A,Chiffre officiel,
1050,Superficie récoltée,Noix de coco,2012,ha,4750.0,E,Valeur estimée,
1051,Rendement,Noix de coco,2012,kg/ha,2946.7,E,Valeur estimée,
1052,Production,Noix de coco,2012,tonnes,13997.0,X,Chiffre de source externe,Chiffre non officiel
1053,Superficie récoltée,Noix de coco,2013,ha,4500.0,E,Valeur estimée,
1054,Rendement,Noix de coco,2013,kg/ha,2895.6,E,Valeur estimée,
1055,Production,Noix de coco,2013,tonnes,13030.0,X,Chiffre de source externe,Chiffre non officiel
1056,Superficie récoltée,Noix de coco,2014,ha,3511.0,I,Valeur imputée par une agence réceptrice,
1057,Rendement,Noix de coco,2014,kg/ha,2962.2,E,Valeur estimée,
1058,Production,Noix de coco,2014,tonnes,10400.0,X,Chiffre de source externe,Chiffre non officiel
1059,Superficie récoltée,Noix de coco,2015,ha,3144.0,I,Valeur imputée par une agence réceptrice,
1060,Rendement,Noix de coco,2015,kg/ha,3308.1,E,Valeur estimée,
1061,Production,Noix de coco,2015,tonnes,10400.0,X,Chiffre de source externe,Chiffre non officiel
1062,Superficie récoltée,Noix de coco,2016,ha,3063.0,I,Valeur imputée par une agence réceptrice,
1063,Rendement,Noix de coco,2016,kg/ha,3656.5,E,Valeur estimée,
1064,Production,Noix de coco,2016,tonnes,11200.0,X,Chiffre de source externe,Chiffre non officiel
1065,Superficie récoltée,Noix de coco,2017,ha,2971.0,I,Valeur imputée par une agence réceptrice,
1066,Rendement,Noix de coco,2017,kg/ha,3769.9,E,Valeur estimée,
1067,Production,Noix de coco,2017,tonnes,11200.0,X,Chiffre de source externe,Chiffre non officiel
1068,Superficie récoltée,Noix de coco,2018,ha,2920.0,I,Valeur imputée par une agence réceptrice,
1069,Rendement,Noix de coco,2018,kg/ha,3835.5,E,Valeur estimée,
1070,Production,Noix de coco,2018,tonnes,11200.0,X,Chiffre de source externe,Chiffre non officiel
1071,Superficie récoltée,Noix de coco,2019,ha,2876.0,I,Valeur imputée par une agence réceptrice,
1072,Rendement,Noix de coco,2019,kg/ha,3825.4,E,Valeur estimée,
1073,Production,Noix de coco,2019,tonnes,11000.0,X,Chiffre de source externe,Chiffre non officiel
1074,Superficie récoltée,Noix de coco,2020,ha,2895.0,I,Valeur imputée par une agence réceptrice,
1075,Rendement,Noix de coco,2020,kg/ha,3799.7,E,Valeur estimée,
1076,Production,Noix de coco,2020,tonnes,11000.0,X,Chiffre de source externe,Chiffre non officiel
1077,Superficie récoltée,Noix de coco,2021,ha,3653.0,I,Valeur imputée par une agence réceptrice,
1078,Rendement,Noix de coco,2021,kg/ha,3615.3,E,Valeur estimée,
1079,Production,Noix de coco,2021,tonnes,13205.28,X,Chiffre de source externe,Chiffre non officiel
1080,Superficie récoltée,Noix de coco,2022,ha,3942.0,I,Valeur imputée par une agence réceptrice,
1081,Rendement,Noix de coco,2022,kg/ha,3654.5,E,Valeur estimée,
1082,Production,Noix de coco,2022,tonnes,14405.0,X,Chiffre de source externe,Chiffre non officiel
1083,Superficie récoltée,Noix de coco,2023,ha,3919.0,I,Valeur imputée par une agence réceptrice,
1084,Rendement,Noix de coco,2023,kg/ha,3674.1,E,Valeur estimée,
1085,Production,Noix de coco,2023,tonnes,14400.0,X,Chiffre de source externe,Chiffre non officiel
1086,Superficie récoltée,Noix de coco,2024,ha,3877.0,I,Valeur imputée par une agence réceptrice,
1087,Rendement,Noix de coco,2024,kg/ha,3693.7,E,Valeur estimée,
1088,Production,Noix de coco,2024,tonnes,14321.1,I,Valeur imputée par une agence réceptrice,
1089,Superficie récoltée,Noix de karite,2010,ha,3210.0,E,Valeur estimée,
1090,Rendement,Noix de karite,2010,kg/ha,3504.7,E,Valeur estimée,
1091,Production,Noix de karite,2010,tonnes,11250.0,E,Valeur estimée,
1092,Superficie récoltée,Noix de karite,2011,ha,3200.0,E,Valeur estimée,
1093,Rendement,Noix de karite,2011,kg/ha,3500.0,E,Valeur estimée,
1094,Production,Noix de karite,2011,tonnes,11200.0,E,Valeur estimée,
1095,Superficie récoltée,Noix de karite,2012,ha,3250.0,E,Valeur estimée,
1096,Rendement,Noix de karite,2012,kg/ha,3692.3,E,Valeur estimée,
1097,Production,Noix de karite,2012,tonnes,12000.0,E,Valeur estimée,
1098,Superficie récoltée,Noix de karite,2013,ha,3300.0,E,Valeur estimée,
1099,Rendement,Noix de karite,2013,kg/ha,3878.8,E,Valeur estimée,
1100,Production,Noix de karite,2013,tonnes,12800.0,E,Valeur estimée,
1101,Superficie récoltée,Noix de karite,2014,ha,3170.0,I,Valeur imputée par une agence réceptrice,
1102,Rendement,Noix de karite,2014,kg/ha,3946.9,E,Valeur estimée,
1103,Production,Noix de karite,2014,tonnes,12509.93,I,Valeur imputée par une agence réceptrice,
1104,Superficie récoltée,Noix de karite,2015,ha,3210.0,I,Valeur imputée par une agence réceptrice,
1105,Rendement,Noix de karite,2015,kg/ha,3964.6,E,Valeur estimée,
1106,Production,Noix de karite,2015,tonnes,12725.56,I,Valeur imputée par une agence réceptrice,
1107,Superficie récoltée,Noix de karite,2016,ha,3237.0,I,Valeur imputée par une agence réceptrice,
1108,Rendement,Noix de karite,2016,kg/ha,4038.8,E,Valeur estimée,
1109,Production,Noix de karite,2016,tonnes,13073.97,I,Valeur imputée par une agence réceptrice,
1110,Superficie récoltée,Noix de karite,2017,ha,3243.0,I,Valeur imputée par une agence réceptrice,
1111,Rendement,Noix de karite,2017,kg/ha,4115.5,E,Valeur estimée,
1112,Production,Noix de karite,2017,tonnes,13347.36,I,Valeur imputée par une agence réceptrice,
1113,Superficie récoltée,Noix de karite,2018,ha,3235.0,I,Valeur imputée par une agence réceptrice,
1114,Rendement,Noix de karite,2018,kg/ha,4198.0,E,Valeur estimée,
1115,Production,Noix de karite,2018,tonnes,13580.49,I,Valeur imputée par une agence réceptrice,
1116,Superficie récoltée,Noix de karite,2019,ha,3253.0,I,Valeur imputée par une agence réceptrice,
1117,Rendement,Noix de karite,2019,kg/ha,4268.0,E,Valeur estimée,
1118,Production,Noix de karite,2019,tonnes,13882.08,I,Valeur imputée par une agence réceptrice,
1119,Superficie récoltée,Noix de karite,2020,ha,3278.0,I,Valeur imputée par une agence réceptrice,
1120,Rendement,Noix de karite,2020,kg/ha,4149.6,E,Valeur estimée,
1121,Production,Noix de karite,2020,tonnes,13603.31,E,Valeur estimée,
1122,Superficie récoltée,Noix de karite,2021,ha,3276.0,I,Valeur imputée par une agence réceptrice,
1123,Rendement,Noix de karite,2021,kg/ha,4178.3,E,Valeur estimée,
1124,Production,Noix de karite,2021,tonnes,13688.62,E,Valeur estimée,
1125,Superficie récoltée,Noix de karite,2022,ha,3162.0,I,Valeur imputée par une agence réceptrice,
1126,Rendement,Noix de karite,2022,kg/ha,4340.2,E,Valeur estimée,
1127,Production,Noix de karite,2022,tonnes,13724.67,E,Valeur estimée,
1128,Superficie récoltée,Noix de karite,2023,ha,3153.0,I,Valeur imputée par une agence réceptrice,
1129,Rendement,Noix de karite,2023,kg/ha,4336.6,E,Valeur estimée,
1130,Production,Noix de karite,2023,tonnes,13672.2,E,Valeur estimée,
1131,Superficie récoltée,Noix de karite,2024,ha,3141.0,I,Valeur imputée par une agence réceptrice,
1132,Rendement,Noix de karite,2024,kg/ha,4359.9,E,Valeur estimée,
1133,Production,Noix de karite,2024,tonnes,13695.16,E,Valeur estimée,
1134,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2010,ha,35.0,E,Valeur estimée,
1135,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2010,kg/ha,857.1,E,Valeur estimée,
1136,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2010,tonnes,30.0,E,Valeur estimée,
1137,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2011,ha,35.0,E,Valeur estimée,
1138,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2011,kg/ha,863.6,E,Valeur estimée,
1139,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2011,tonnes,30.23,I,Valeur imputée par une agence réceptrice,
1140,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2012,ha,38.0,E,Valeur estimée,
1141,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2012,kg/ha,842.1,E,Valeur estimée,
1142,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2012,tonnes,32.0,E,Valeur estimée,
1143,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2013,ha,36.0,I,Valeur imputée par une agence réceptrice,
1144,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2013,kg/ha,884.3,E,Valeur estimée,
1145,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2013,tonnes,31.46,I,Valeur imputée par une agence réceptrice,
1146,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2014,ha,35.0,I,Valeur imputée par une agence réceptrice,
1147,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2014,kg/ha,921.4,E,Valeur estimée,
1148,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2014,tonnes,31.84,I,Valeur imputée par une agence réceptrice,
1149,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2015,ha,34.0,I,Valeur imputée par une agence réceptrice,
1150,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2015,kg/ha,958.1,E,Valeur estimée,
1151,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2015,tonnes,32.88,I,Valeur imputée par une agence réceptrice,
1152,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2016,ha,34.0,I,Valeur imputée par une agence réceptrice,
1153,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2016,kg/ha,983.2,E,Valeur estimée,
1154,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2016,tonnes,33.61,I,Valeur imputée par une agence réceptrice,
1155,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2017,ha,34.0,I,Valeur imputée par une agence réceptrice,
1156,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2017,kg/ha,1004.1,E,Valeur estimée,
1157,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2017,tonnes,34.23,I,Valeur imputée par une agence réceptrice,
1158,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2018,ha,34.0,I,Valeur imputée par une agence réceptrice,
1159,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2018,kg/ha,1024.6,E,Valeur estimée,
1160,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2018,tonnes,34.97,I,Valeur imputée par une agence réceptrice,
1161,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2019,ha,34.0,I,Valeur imputée par une agence réceptrice,
1162,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2019,kg/ha,1045.0,E,Valeur estimée,
1163,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2019,tonnes,35.82,I,Valeur imputée par une agence réceptrice,
1164,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2020,ha,34.0,I,Valeur imputée par une agence réceptrice,
1165,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2020,kg/ha,1019.3,E,Valeur estimée,
1166,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2020,tonnes,35.01,E,Valeur estimée,
1167,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2021,ha,34.0,I,Valeur imputée par une agence réceptrice,
1168,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2021,kg/ha,1034.7,E,Valeur estimée,
1169,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2021,tonnes,35.27,E,Valeur estimée,
1170,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2022,ha,33.0,I,Valeur imputée par une agence réceptrice,
1171,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2022,kg/ha,1066.9,E,Valeur estimée,
1172,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2022,tonnes,35.37,E,Valeur estimée,
1173,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2023,ha,33.0,I,Valeur imputée par une agence réceptrice,
1174,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2023,kg/ha,1065.7,E,Valeur estimée,
1175,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2023,tonnes,35.21,E,Valeur estimée,
1176,Superficie récoltée,"Noix de muscade, fleur de muscade, cardamomes, crues",2024,ha,33.0,I,Valeur imputée par une agence réceptrice,
1177,Rendement,"Noix de muscade, fleur de muscade, cardamomes, crues",2024,kg/ha,1070.4,E,Valeur estimée,
1178,Production,"Noix de muscade, fleur de muscade, cardamomes, crues",2024,tonnes,35.28,E,Valeur estimée,
1179,Superficie récoltée,Oranges,2010,ha,2998.0,I,Valeur imputée par une agence réceptrice,
1180,Rendement,Oranges,2010,kg/ha,4603.6,E,Valeur estimée,
1181,Production,Oranges,2010,tonnes,13800.0,E,Valeur estimée,
1182,Superficie récoltée,Oranges,2011,ha,3049.0,I,Valeur imputée par une agence réceptrice,
1183,Rendement,Oranges,2011,kg/ha,4591.7,E,Valeur estimée,
1184,Production,Oranges,2011,tonnes,14000.0,E,Valeur estimée,
1185,Superficie récoltée,Oranges,2012,ha,3200.0,E,Valeur estimée,
1186,Rendement,Oranges,2012,kg/ha,4531.3,E,Valeur estimée,
1187,Production,Oranges,2012,tonnes,14500.0,E,Valeur estimée,
1188,Superficie récoltée,Oranges,2013,ha,3065.0,I,Valeur imputée par une agence réceptrice,
1189,Rendement,Oranges,2013,kg/ha,4582.6,E,Valeur estimée,
1190,Production,Oranges,2013,tonnes,14044.36,I,Valeur imputée par une agence réceptrice,
1191,Superficie récoltée,Oranges,2014,ha,3066.0,I,Valeur imputée par une agence réceptrice,
1192,Rendement,Oranges,2014,kg/ha,4604.6,E,Valeur estimée,
1193,Production,Oranges,2014,tonnes,14117.52,I,Valeur imputée par une agence réceptrice,
1194,Superficie récoltée,Oranges,2015,ha,3246.0,I,Valeur imputée par une agence réceptrice,
1195,Rendement,Oranges,2015,kg/ha,4599.6,E,Valeur estimée,
1196,Production,Oranges,2015,tonnes,14929.45,I,Valeur imputée par une agence réceptrice,
1197,Superficie récoltée,Oranges,2016,ha,3196.0,I,Valeur imputée par une agence réceptrice,
1198,Rendement,Oranges,2016,kg/ha,4604.5,E,Valeur estimée,
1199,Production,Oranges,2016,tonnes,14715.72,I,Valeur imputée par une agence réceptrice,
1200,Superficie récoltée,Oranges,2017,ha,3191.0,I,Valeur imputée par une agence réceptrice,
1201,Rendement,Oranges,2017,kg/ha,4610.2,E,Valeur estimée,
1202,Production,Oranges,2017,tonnes,14710.52,I,Valeur imputée par une agence réceptrice,
1203,Superficie récoltée,Oranges,2018,ha,3191.0,I,Valeur imputée par une agence réceptrice,
1204,Rendement,Oranges,2018,kg/ha,4614.9,E,Valeur estimée,
1205,Production,Oranges,2018,tonnes,14725.57,I,Valeur imputée par une agence réceptrice,
1206,Superficie récoltée,Oranges,2019,ha,3188.0,I,Valeur imputée par une agence réceptrice,
1207,Rendement,Oranges,2019,kg/ha,4619.2,E,Valeur estimée,
1208,Production,Oranges,2019,tonnes,14727.02,I,Valeur imputée par une agence réceptrice,
1209,Superficie récoltée,Oranges,2020,ha,3184.0,I,Valeur imputée par une agence réceptrice,
1210,Rendement,Oranges,2020,kg/ha,4626.2,E,Valeur estimée,
1211,Production,Oranges,2020,tonnes,14730.83,I,Valeur imputée par une agence réceptrice,
1212,Superficie récoltée,Oranges,2021,ha,3205.0,I,Valeur imputée par une agence réceptrice,
1213,Rendement,Oranges,2021,kg/ha,4632.3,E,Valeur estimée,
1214,Production,Oranges,2021,tonnes,14844.78,I,Valeur imputée par une agence réceptrice,
1215,Superficie récoltée,Oranges,2022,ha,3211.0,I,Valeur imputée par une agence réceptrice,
1216,Rendement,Oranges,2022,kg/ha,4632.9,E,Valeur estimée,
1217,Production,Oranges,2022,tonnes,14876.13,I,Valeur imputée par une agence réceptrice,
1218,Superficie récoltée,Oranges,2023,ha,3217.0,I,Valeur imputée par une agence réceptrice,
1219,Rendement,Oranges,2023,kg/ha,4636.7,E,Valeur estimée,
1220,Production,Oranges,2023,tonnes,14915.3,I,Valeur imputée par une agence réceptrice,
1221,Superficie récoltée,Oranges,2024,ha,3223.0,I,Valeur imputée par une agence réceptrice,
1222,Rendement,Oranges,2024,kg/ha,4640.5,E,Valeur estimée,
1223,Production,Oranges,2024,tonnes,14954.47,I,Valeur imputée par une agence réceptrice,
1224,Production,Palmistes,2010,tonnes,41011.0,A,Chiffre officiel,
1225,Production,Palmistes,2011,tonnes,41000.0,A,Chiffre officiel,
1226,Production,Palmistes,2012,tonnes,41000.0,A,Chiffre officiel,
1227,Production,Palmistes,2013,tonnes,41000.0,A,Chiffre officiel,
1228,Production,Palmistes,2014,tonnes,41000.0,A,Chiffre officiel,
1229,Production,Palmistes,2015,tonnes,40000.0,E,Valeur estimée,
1230,Production,Palmistes,2016,tonnes,40000.0,E,Valeur estimée,
1231,Production,Palmistes,2017,tonnes,40000.0,E,Valeur estimée,
1232,Production,Palmistes,2018,tonnes,40000.0,E,Valeur estimée,
1233,Production,Palmistes,2019,tonnes,33157.89,I,Valeur imputée par une agence réceptrice,
1234,Production,Palmistes,2020,tonnes,6947.37,I,Valeur imputée par une agence réceptrice,
1235,Production,Palmistes,2021,tonnes,6947.37,I,Valeur imputée par une agence réceptrice,
1236,Production,Palmistes,2022,tonnes,7578.95,I,Valeur imputée par une agence réceptrice,
1237,Production,Palmistes,2023,tonnes,8210.53,I,Valeur imputée par une agence réceptrice,
1238,Superficie récoltée,Patates douces,2010,ha,603.0,A,Chiffre officiel,
1239,Rendement,Patates douces,2010,kg/ha,7882.3,A,Chiffre officiel,
1240,Production,Patates douces,2010,tonnes,4753.0,A,Chiffre officiel,
1241,Superficie récoltée,Patates douces,2011,ha,598.0,A,Chiffre officiel,
1242,Rendement,Patates douces,2011,kg/ha,7926.4,A,Chiffre officiel,
1243,Production,Patates douces,2011,tonnes,4740.0,A,Chiffre officiel,
1244,Superficie récoltée,Patates douces,2012,ha,5984.0,A,Chiffre officiel,
1245,Rendement,Patates douces,2012,kg/ha,3335.1,A,Chiffre officiel,
1246,Production,Patates douces,2012,tonnes,19957.0,A,Chiffre officiel,
1247,Superficie récoltée,Patates douces,2013,ha,5163.0,A,Chiffre officiel,
1248,Rendement,Patates douces,2013,kg/ha,2195.8,A,Chiffre officiel,
1249,Production,Patates douces,2013,tonnes,11337.0,A,Chiffre officiel,
1250,Superficie récoltée,Patates douces,2014,ha,3691.0,A,Chiffre officiel,
1251,Rendement,Patates douces,2014,kg/ha,3114.9,A,Chiffre officiel,
1252,Production,Patates douces,2014,tonnes,11497.0,A,Chiffre officiel,
1253,Superficie récoltée,Patates douces,2015,ha,2326.0,I,Valeur imputée par une agence réceptrice,
1254,Rendement,Patates douces,2015,kg/ha,3568.8,E,Valeur estimée,
1255,Production,Patates douces,2015,tonnes,8301.0,A,Chiffre officiel,
1256,Superficie récoltée,Patates douces,2016,ha,819.0,A,Chiffre officiel,
1257,Rendement,Patates douces,2016,kg/ha,3341.9,A,Chiffre officiel,
1258,Production,Patates douces,2016,tonnes,2737.0,A,Chiffre officiel,
1259,Superficie récoltée,Patates douces,2017,ha,2535.0,A,Chiffre officiel,
1260,Rendement,Patates douces,2017,kg/ha,3444.6,A,Chiffre officiel,
1261,Production,Patates douces,2017,tonnes,8732.0,A,Chiffre officiel,
1262,Superficie récoltée,Patates douces,2018,ha,2348.0,A,Chiffre officiel,
1263,Rendement,Patates douces,2018,kg/ha,3641.8,A,Chiffre officiel,
1264,Production,Patates douces,2018,tonnes,8551.0,A,Chiffre officiel,
1265,Superficie récoltée,Patates douces,2019,ha,2375.0,A,Chiffre officiel,
1266,Rendement,Patates douces,2019,kg/ha,3651.4,A,Chiffre officiel,
1267,Production,Patates douces,2019,tonnes,8672.0,A,Chiffre officiel,
1268,Superficie récoltée,Patates douces,2020,ha,2564.0,A,Chiffre officiel,
1269,Rendement,Patates douces,2020,kg/ha,3628.3,A,Chiffre officiel,
1270,Production,Patates douces,2020,tonnes,9303.0,A,Chiffre officiel,
1271,Superficie récoltée,Patates douces,2021,ha,2666.0,A,Chiffre officiel,
1272,Rendement,Patates douces,2021,kg/ha,3636.2,A,Chiffre officiel,
1273,Production,Patates douces,2021,tonnes,9694.0,A,Chiffre officiel,
